out-000900.jpg	9076	1382	0.0241636	0.00207216	76	82	36
out-000900.jpg	3926	2067	-0.462006	0.12657	41	50	29
out-000900.jpg	13733	1778	-0.0223187	0.0197237	81	88	45
out-000900.jpg	9774	2257	-0.233169	0.0895313	48	54	21
out-000900.jpg	11548	99	-0.142863	0.0546543	235	240	217
out-000900.jpg	11380	1710	-0.252783	0.10353	85	93	46
out-000900.jpg	15207	1822	-0.474181	-0.0569462	63	76	32
out-000900.jpg	12526	376	-0.280038	0.099267	55	61	27
out-000900.jpg	13081	1850	0.147114	0.198738	17	20	3
out-000900.jpg	5985	2329	-0.0579177	-0.0555654	64	72	49
out-000900.jpg	3856	2263	0.0249755	0.171111	105	110	54
out-000900.jpg	11859	1029	-0.43497	0.14958	35	44	28
out-000900.jpg	8908	2360	-0.188617	-0.0572533	63	74	32
out-000900.jpg	3995	2549	0.00868124	-0.000578851	109	116	67
out-000900.jpg	12936	2162	-0.123398	0.0240488	12	16	15
out-000900.jpg	14358	1091	-0.104645	-0.0127801	6	11	4
out-000900.jpg	6153	2571	-0.399579	-0.0596107	99	117	63
out-000900.jpg	12706	704	0.138412	0.238748	19	21	12
out-000900.jpg	1498	1402	0.131605	0.139464	92	99	46
out-000900.jpg	6840	1328	-0.0974147	0.172787	115	126	57
out-000900.jpg	5308	1938	0.155215	0.172692	39	41	23
out-000900.jpg	14188	1693	-0.163768	0.0843255	181	186	132
out-000900.jpg	13601	928	-0.361876	0.0424004	7	12	3
out-000900.jpg	13607	2266	-0.147517	0.0163806	51	55	28
out-000900.jpg	5301	2234	-0.0441895	-0.0344634	50	54	38
out-000900.jpg	6650	1726	-0.0877816	-0.00936833	6	12	2
out-000900.jpg	5915	1275	-0.127079	0.214711	100	108	59
out-000900.jpg	3773	2325	-0.171013	0.0475084	45	51	36
out-000900.jpg	11518	2049	-0.225833	-0.101368	22	34	24
out-000900.jpg	6987	39	-0.380279	0.110126	64	76	36
out-000900.jpg	4326	2028	-0.344839	0.0996315	110	120	68
out-000900.jpg	11137	2392	0.305607	0.152955	68	74	36
out-000900.jpg	14320	1634	0.0306167	-0.00314388	101	114	65
out-000900.jpg	3146	1831	0.241553	0.260463	27	28	20
out-000900.jpg	2820	2355	0.188409	0.24529	26	27	21
out-000900.jpg	14699	170	-0.175979	0.088927	114	121	67
out-000900.jpg	7889	838	-0.389526	0.0632054	28	29	23
out-000900.jpg	2386	2323	-0.26652	0.0916544	54	59	27
out-000900.jpg	2389	1847	0.207711	0.224592	33	37	23
out-000900.jpg	3580	2567	-0.355418	0.0902932	126	136	95
out-000900.jpg	12592	20	-0.183647	-0.0884168	74	81	42
out-000900.jpg	4196	1586	-0.459513	0.114154	34	41	25
out-000900.jpg	10138	445	-0.32968	-0.252018	247	253	222
out-000900.jpg	9159	1741	0.16339	0.10877	99	107	50
out-000900.jpg	4218	1292	-0.291674	-0.0563934	65	70	34
out-000900.jpg	10705	2212	-0.0794854	0.0576747	54	57	26
out-000900.jpg	9480	2379	0.0246341	0.00275004	73	83	36
out-000900.jpg	11003	1046	0.00124657	-0.209705	92	100	51
out-000900.jpg	6000	1506	-0.00891328	0.0609911	78	87	45
out-000900.jpg	36	664	-0.310064	0.0643074	50	56	28
out-000900.jpg	9433	2464	0.0112998	0.0194467	78	77	38
out-000900.jpg	1243	1528	0.0100114	0.0338749	61	68	27
out-000900.jpg	9419	1048	-0.33906	-0.262679	115	130	73
out-000900.jpg	6372	515	-0.30642	-0.0543307	30	34	20
out-000900.jpg	2161	446	0.0310203	-0.00899941	38	72	50
out-000900.jpg	10632	2136	-0.230961	0.0721336	102	111	55
out-000900.jpg	11125	1488	-0.24059	-0.180623	21	28	6
out-000900.jpg	14138	2557	-0.42255	0.186558	73	90	45
out-000900.jpg	10416	168	-0.387005	0.0600403	34	37	18
out-000900.jpg	9735	2395	0.0379316	0.0112089	110	119	72
out-000900.jpg	10144	2522	-0.255001	-0.0156122	20	26	22
out-000900.jpg	10798	2269	0.065378	0.0252645	126	131	75
out-000900.jpg	10797	2368	0.171598	0.209506	21	22	16
out-000900.jpg	9326	2089	-0.370589	0.0481814	20	28	6
out-000900.jpg	8941	1484	-0.0574715	0.188169	109	116	62
out-000900.jpg	344	1999	-0.282951	0.0640423	39	43	28
out-000900.jpg	8943	2570	-0.399579	-0.0596107	99	117	63
out-000900.jpg	6434	1709	0.0266706	0.0108239	109	120	60
out-000900.jpg	6433	1590	-0.393684	0.0580928	52	38	29
out-000900.jpg	14019	2531	-0.399221	0.0418177	77	22	21
out-000900.jpg	7267	1944	-0.274912	0.0641052	66	73	34
out-000900.jpg	6205	615	-0.0124262	0.0215188	49	53	24
out-000900.jpg	7417	18	-0.268274	0.0814254	95	101	61
out-000900.jpg	7414	1854	-0.0679698	-0.0497245	61	66	34
out-000900.jpg	7551	2306	-0.277879	0.0941905	36	38	25
out-000900.jpg	14964	1571	-0.127243	0.0870635	74	79	38
out-000900.jpg	10562	338	-0.298261	0.0986081	51	56	26
out-000900.jpg	10248	2013	0.00166166	-0.258946	92	101	44
out-000900.jpg	9742	2310	0.243777	0.242852	33	35	22
out-000900.jpg	14144	397	0.322859	0.218638	32	33	25
out-000900.jpg	97	2133	-0.337451	0.276664	67	81	41
out-000900.jpg	10840	1711	-0.107066	0.0625161	67	69	32
out-000900.jpg	10847	1742	0.13927	0.106732	123	131	71
out-000900.jpg	5189	2032	-0.481313	-0.210297	52	69	35
out-000900.jpg	8935	418	0.0272688	0.0442411	73	68	22
out-000900.jpg	14810	1808	-0.129489	0.209856	91	99	50
out-000900.jpg	14819	1692	-0.163768	0.0843255	181	186	132
out-000900.jpg	14818	1498	-0.0048908	0.0377465	76	82	35
out-000900.jpg	8079	753	-0.0573577	0.0395319	118	123	57
out-000900.jpg	10238	1900	-0.240001	-0.0930671	18	29	22
out-000900.jpg	2867	1224	-0.437896	0.143138	46	56	31
out-000900.jpg	14710	2373	-0.0922453	0.0435913	92	101	45
out-000900.jpg	7676	2568	0.111514	0.109408	131	139	79
out-000900.jpg	12058	1451	-0.074692	0.0758826	65	71	24
out-000900.jpg	3342	782	-0.422791	0.0638315	53	67	33
out-000900.jpg	12755	2477	-0.391359	0.00604358	102	111	60
out-000900.jpg	14396	1137	0.0569167	0.0580729	89	86	35
out-000900.jpg	1759	1767	-0.447485	0.129046	35	44	27
out-000900.jpg	13948	1507	0.163589	0.13034	92	99	46
out-000900.jpg	6978	2186	-0.291995	0.0878081	51	58	18
out-000900.jpg	13472	2223	-0.105427	-0.0555328	62	69	27
out-000900.jpg	1883	2196	-0.474834	0.117687	34	50	19
out-000900.jpg	7825	2501	-0.253559	0.193828	117	126	70
out-000900.jpg	3705	841	-0.0450726	-0.0709495	68	76	37
out-000900.jpg	7189	625	-0.289881	0.112357	69	77	37
out-000900.jpg	11717	2218	-0.240321	0.0753941	123	133	73
out-000900.jpg	685	954	-0.191354	-0.0849072	2	5	0
out-000900.jpg	7186	759	0.241073	0.127819	39	42	22
out-000900.jpg	2535	2532	-0.358076	0.20184	91	103	51
out-000900.jpg	2710	2278	-0.316957	-0.205051	66	76	49
out-000900.jpg	5170	282	-0.377196	0.149969	26	33	16
out-000900.jpg	8389	2466	-0.234411	-0.0676257	19	31	21
out-000900.jpg	1303	858	-0.10951	-0.0329041	42	48	21
out-000900.jpg	2652	481	-0.0622415	-0.043752	40	45	25
out-000900.jpg	13929	1584	-0.38632	0.0846004	67	79	43
out-000900.jpg	7957	2465	0.14948	0.233782	16	18	13
out-000900.jpg	6842	2407	-0.00463909	-0.0590205	50	55	23
out-000900.jpg	10690	1683	0.0659651	0.0158778	123	131	78
out-000900.jpg	8547	1513	-0.368154	0.12211	35	44	13
out-000900.jpg	8541	2208	0.013038	-0.244096	139	149	89
out-000900.jpg	7838	2475	-0.111684	-0.0120856	28	33	25
out-000900.jpg	6576	1879	0.0538738	0.000246525	107	123	73
out-000900.jpg	5580	1369	0.139387	0.11436	136	144	84
out-000900.jpg	7595	1415	0.0162659	0.00556076	71	76	30
out-000900.jpg	13666	1237	0.00278592	-0.00436375	54	57	30
out-000900.jpg	2154	2039	-0.371717	0.0410147	95	109	60
out-000900.jpg	10307	1174	-0.38254	0.0508093	62	69	29
out-000900.jpg	2400	244	-0.0794416	0.0777464	70	76	28
out-000900.jpg	6329	1009	-0.253293	0.0910397	41	45	17
out-000900.jpg	13602	843	0.0238212	-0.0139006	85	93	40
out-000900.jpg	10528	1828	0.125893	0.179047	101	106	52
out-000900.jpg	8331	1964	-0.39756	0.0668514	30	30	18
out-000900.jpg	13876	2480	-0.125308	-0.169378	86	94	45
out-000900.jpg	13727	1644	-0.0937794	-0.00330603	14	21	12
out-000900.jpg	4038	2396	-0.0214405	-0.04659	59	65	29
out-000900.jpg	9905	2285	-0.336119	-0.224742	69	86	43
out-000900.jpg	7310	2182	-0.310511	0.0478526	42	51	23
out-000900.jpg	4136	639	-0.209927	0.101835	59	65	32
out-000900.jpg	11883	2018	-0.0948647	0.0893033	109	117	60
out-000900.jpg	1482	1951	-0.114615	0.241271	91	98	57
out-000900.jpg	9011	2441	0.0178955	-0.0108962	87	95	39
out-000900.jpg	3305	2207	0.195311	0.211068	33	37	23
out-000900.jpg	13754	2123	0.0223265	0.0140082	69	76	34
out-000900.jpg	9383	883	-0.164153	0.0494497	87	90	80
out-000900.jpg	10979	1355	-0.378868	0.102987	58	72	36
out-000900.jpg	6661	808	-0.115272	0.0897408	98	106	49
out-000900.jpg	11289	976	-0.363618	0.231919	79	90	51
out-000900.jpg	13029	2312	-0.256172	-0.122626	18	25	18
out-000900.jpg	11286	1215	-0.336125	-0.219183	69	85	46
out-000900.jpg	977	2189	-0.447112	0.0745738	33	40	22
out-000900.jpg	3747	374	-0.42057	-0.0587775	20	30	5
out-000900.jpg	12993	281	-0.312067	-0.259529	108	117	72
out-000900.jpg	14445	1784	-0.476251	0.137875	24	34	26
out-000900.jpg	3154	1720	-0.208982	-0.227096	91	101	51
out-000900.jpg	13434	2290	-0.000682443	0.0316108	73	79	35
out-000900.jpg	13435	2419	-0.145925	0.0557921	249	251	236
out-000900.jpg	4546	247	-0.389695	0.0417089	79	23	22
out-000900.jpg	14728	1313	-0.43512	0.145844	46	53	24
out-000900.jpg	1431	1721	-0.0206232	-0.00905851	71	77	41
out-000900.jpg	2064	934	-0.0898875	0.164872	129	139	76
out-000900.jpg	11692	787	-0.123896	0.0428734	16	18	15
out-000900.jpg	7143	2374	-0.0938318	0.171014	83	92	35
out-000900.jpg	2370	59	-0.387751	0.056891	64	59	41
out-000900.jpg	516	1335	0.238508	0.255886	48	51	36
out-000900.jpg	12877	2429	-0.167812	0.0208646	54	59	29
out-000900.jpg	3590	1939	-0.0975939	-0.066103	58	64	30
out-000900.jpg	2593	2314	0.0164868	0.0611573	113	119	59
out-000900.jpg	1340	2084	-0.343387	0.207568	103	115	67
out-000900.jpg	9242	962	-0.385114	0.111747	60	72	32
